birth,death,k dimension
4.0,inf,0.0
4.0,6.0,0.0
4.0,6.0,0.0
4.0,6.0,0.0
4.0,6.0,0.0
4.0,6.0,0.0
4.0,6.0,0.0
4.0,6.0,0.0
4.0,6.0,0.0
4.0,6.0,0.0
4.0,6.0,0.0
4.0,6.0,0.0
4.0,6.0,0.0
4.0,6.0,0.0
4.0,6.0,0.0
4.0,6.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
5.0,6.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
5.0,6.0,0.0
5.0,6.0,0.0
4.0,5.0,0.0
4.0,5.0,0.0
