birth,death,k dimension
5.0,inf,0.0
5.0,7.0,0.0
5.0,6.0,0.0
5.0,6.0,0.0
5.0,6.0,0.0
5.0,6.0,0.0
5.0,6.0,0.0
5.0,6.0,0.0
5.0,6.0,0.0
5.0,6.0,0.0
5.0,6.0,0.0
5.0,6.0,0.0
5.0,6.0,0.0
5.0,6.0,0.0
5.0,6.0,0.0
5.0,6.0,0.0
5.0,6.0,0.0
5.0,6.0,0.0
5.0,6.0,0.0
5.0,6.0,0.0
5.0,6.0,0.0
5.0,6.0,0.0
5.0,6.0,0.0
5.0,6.0,0.0
5.0,6.0,0.0
5.0,6.0,0.0
5.0,6.0,0.0
5.0,6.0,0.0
5.0,6.0,0.0
5.0,6.0,0.0
5.0,6.0,0.0
5.0,6.0,0.0
5.0,6.0,0.0
5.0,6.0,0.0
5.0,6.0,0.0
5.0,6.0,0.0
5.0,6.0,0.0
5.0,6.0,0.0
5.0,6.0,0.0
5.0,6.0,0.0
5.0,6.0,0.0
5.0,6.0,0.0
5.0,6.0,0.0
5.0,6.0,0.0
5.0,6.0,0.0
5.0,6.0,0.0
5.0,6.0,0.0
5.0,6.0,0.0
6.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
9.0,inf,1.0
9.0,inf,1.0
9.0,inf,1.0
9.0,inf,1.0
9.0,inf,1.0
9.0,inf,1.0
9.0,inf,1.0
9.0,inf,1.0
9.0,inf,1.0
9.0,inf,1.0
9.0,inf,1.0
9.0,inf,1.0
9.0,inf,1.0
9.0,inf,1.0
9.0,inf,1.0
9.0,inf,1.0
9.0,inf,1.0
9.0,inf,1.0
9.0,inf,1.0
9.0,inf,1.0
9.0,inf,1.0
9.0,inf,1.0
9.0,inf,1.0
9.0,inf,1.0
9.0,inf,1.0
9.0,inf,1.0
9.0,inf,1.0
9.0,inf,1.0
9.0,inf,1.0
9.0,inf,1.0
9.0,inf,1.0
9.0,inf,1.0
9.0,inf,1.0
9.0,inf,1.0
9.0,inf,1.0
9.0,inf,1.0
9.0,inf,1.0
9.0,inf,1.0
9.0,inf,1.0
5.0,inf,1.0
5.0,inf,1.0
5.0,inf,1.0
5.0,inf,1.0
5.0,inf,1.0
5.0,inf,1.0
5.0,inf,1.0
5.0,inf,1.0
5.0,inf,1.0
5.0,inf,1.0
5.0,inf,1.0
5.0,inf,1.0
5.0,inf,1.0
5.0,inf,1.0
5.0,inf,1.0
5.0,inf,1.0
5.0,inf,1.0
5.0,inf,1.0
5.0,inf,1.0
5.0,inf,1.0
5.0,inf,1.0
5.0,inf,1.0
5.0,inf,1.0
5.0,inf,1.0
5.0,inf,1.0
5.0,inf,1.0
5.0,inf,1.0
5.0,inf,1.0
5.0,inf,1.0
5.0,inf,1.0
5.0,inf,1.0
5.0,inf,1.0
5.0,inf,1.0
5.0,inf,1.0
5.0,inf,1.0
5.0,inf,1.0
5.0,inf,1.0
5.0,inf,1.0
5.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
9.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
6.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
7.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
8.0,inf,1.0
